id,name,description,brand_id,category_id,price
76,FAG GLÜCKLICH-9751,FAG GLÜCKLICH-9751 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,4,414.6
77,SKF RECHNEN-8564,SKF RECHNEN-8564 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,4,69.71
78,INA ANGST-6355,INA ANGST-6355 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,3,103.13
79,Schaeffler SCHIFF-9837,Schaeffler SCHIFF-9837 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,1,216.94
80,SKF GRÜN-4266,SKF GRÜN-4266 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,1,427.83
81,INA BEI-4571,INA BEI-4571 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,1,258.15
82,NSK DARAN-3683,NSK DARAN-3683 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,1,352.23
83,SKF IHM-7149,SKF IHM-7149 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,3,263.35
84,FAG VERGESSEN-5941,FAG VERGESSEN-5941 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,1,316.76
85,NSK GEHEN-2129,NSK GEHEN-2129 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,4,301.07
86,INA MEER-6934,INA MEER-6934 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,1,200.75
87,FAG SCHULE-9817,FAG SCHULE-9817 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,3,281.0
88,Schaeffler ZIMMER-2419,Schaeffler ZIMMER-2419 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,2,375.52
89,NSK FRÜH-9098,NSK FRÜH-9098 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,4,158.01
90,FAG WISSEN-6576,FAG WISSEN-6576 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,3,361.05
91,FAG ZUSAMMEN-7658,FAG ZUSAMMEN-7658 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,1,116.2
92,INA TRAGEN-2524,INA TRAGEN-2524 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,4,358.89
93,FAG HILFE-7046,FAG HILFE-7046 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,3,302.14
94,NSK FAHRRAD-8434,NSK FAHRRAD-8434 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,3,164.8
95,SKF WELT-9779,SKF WELT-9779 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,2,148.84
96,FAG GLAUBEN-9595,FAG GLAUBEN-9595 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,4,131.66
97,Schaeffler FRAU-5952,Schaeffler FRAU-5952 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,2,168.79
98,SKF DUMM-3068,SKF DUMM-3068 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,1,253.48
99,NSK KATZE-8216,NSK KATZE-8216 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,3,216.53
100,Schaeffler ZWISCHEN-2070,Schaeffler ZWISCHEN-2070 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,4,60.2
101,FAG DAZU-5978,FAG DAZU-5978 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,2,366.9
102,NSK MÜDE-4697,NSK MÜDE-4697 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,4,276.78
103,Schaeffler NEUN-1986,Schaeffler NEUN-1986 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,4,144.37
104,FAG JETZT-3573,FAG JETZT-3573 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,3,300.59
105,SKF STRASSE-8381,SKF STRASSE-8381 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,2,11.18
106,FAG TOT-8438,FAG TOT-8438 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,3,321.06
107,NSK LAUT-9922,NSK LAUT-9922 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,2,197.06
108,SKF BILD-6039,SKF BILD-6039 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,1,83.01
109,SKF KOMMEN-7594,SKF KOMMEN-7594 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,4,313.02
110,SKF VIEL-6280,SKF VIEL-6280 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,1,401.35
111,FAG LANGSAM-5415,FAG LANGSAM-5415 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,1,449.81
112,INA BERG-3973,INA BERG-3973 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,4,413.07
113,INA SCHAUEN-6260,INA SCHAUEN-6260 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,3,189.67
114,Schaeffler STEIGEN-5722,Schaeffler STEIGEN-5722 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,4,315.22
115,INA SOHN-6296,INA SOHN-6296 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,1,148.39
116,NSK GAB-4073,NSK GAB-4073 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,4,191.83
117,INA NAH-9998,INA NAH-9998 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,1,99.57
118,SKF ARBEITEN-4920,SKF ARBEITEN-4920 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,1,438.18
119,NSK RUND-2527,NSK RUND-2527 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,1,252.99
120,SKF WEINEN-5781,SKF WEINEN-5781 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,2,229.29
121,INA LEBEN-3369,INA LEBEN-3369 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,2,210.99
122,NSK SCHÖN-5526,NSK SCHÖN-5526 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,2,390.17
123,SKF DRAUSSEN-9022,SKF DRAUSSEN-9022 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,3,329.46
124,Schaeffler SPÄTER-9903,Schaeffler SPÄTER-9903 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,3,252.84
125,FAG ÜBERALL-7730,FAG ÜBERALL-7730 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,4,112.77
126,INA FEST-1606,INA FEST-1606 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,2,227.94
127,INA SPIEL-8486,INA SPIEL-8486 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,1,241.42
128,FAG TRINKEN-5342,FAG TRINKEN-5342 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,1,216.58
129,NSK HERAUS-8994,NSK HERAUS-8994 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,4,429.82
130,SKF RUFEN-5708,SKF RUFEN-5708 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,2,287.71
131,SKF IST-5906,SKF IST-5906 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,4,83.2
132,SKF FENSTER-8056,SKF FENSTER-8056 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,3,167.72
133,INA ANFANGEN-2293,INA ANFANGEN-2293 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,2,84.79
134,INA HUNGER-5161,INA HUNGER-5161 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,2,112.16
135,Schaeffler GERN-6661,Schaeffler GERN-6661 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,2,42.5
136,INA HIER-7302,INA HIER-7302 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,3,97.66
137,INA IHM-5837,INA IHM-5837 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,3,262.92
138,NSK FAHRRAD-9138,NSK FAHRRAD-9138 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,1,410.67
139,Schaeffler GEHEN-5106,Schaeffler GEHEN-5106 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,2,290.11
140,SKF DER-1546,SKF DER-1546 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,1,3,356.99
141,Schaeffler TRINKEN-3877,Schaeffler TRINKEN-3877 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,3,338.89
142,Schaeffler NUR-5210,Schaeffler NUR-5210 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,3,375.41
143,INA LERNEN-4696,INA LERNEN-4696 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,1,71.93
144,INA WASCHEN-3024,INA WASCHEN-3024 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,4,1,126.36
145,Schaeffler MÖGLICH-8724,Schaeffler MÖGLICH-8724 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,1,306.93
146,FAG SEIT-8606,FAG SEIT-8606 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,1,289.58
147,FAG WOCHE-5986,FAG WOCHE-5986 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,1,426.36
148,FAG MERKEN-7078,FAG MERKEN-7078 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,2,181.0
149,FAG HIER-9017,FAG HIER-9017 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer.,2,4,298.17
150,Schaeffler SUCHEN-4868,Schaeffler SUCHEN-4868 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,3,2,205.09
151,NSK OBEN-5520,NSK OBEN-5520 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer.,5,3,36.64
